Draw ID,N1,N2,N3,N4,N5,N6,Sum,N1_color,N2_color,N3_color,N4_color,N5_color,N6_color
4948665,2,34,39,42,49,6.0,172.0,Blue,Red,Green,Green,Yellow,Green
4948664,14,28,41,32,17,36.0,168.0,Blue,Red,Blue,Blue,Blue,Green
4948663,47,32,43,30,46,14.0,212.0,Blue,Blue,Red,Green,Red,Blue
4948662,47,10,13,16,44,8.0,138.0,Blue,Red,Red,Red,Blue,Blue
4948661,10,27,19,25,15,24.0,120.0,Red,Green,Red,Red,Green,Green
4948660,30,2,38,43,9,16.0,138.0,Green,Blue,Blue,Red,Green,Red
4948659,45,24,20,34,47,44.0,214.0,Green,Green,Blue,Red,Blue,Blue
4948658,20,47,28,18,2,17.0,132.0,Blue,Blue,Red,Green,Blue,Blue
4948657,9,35,41,21,12,23.0,141.0,Green,Blue,Blue,Green,Green,Blue
4948656,9,49,16,8,28,21.0,131.0,Green,Yellow,Red,Blue,Red,Green
4948655,43,39,10,6,21,4.0,123.0,Red,Green,Red,Green,Green,Red
4948654,20,24,46,6,2,14.0,112.0,Blue,Green,Red,Green,Blue,Blue
4948653,29,2,11,47,7,25.0,121.0,Blue,Blue,Blue,Blue,Red,Red
4948652,17,14,33,22,20,25.0,131.0,Blue,Blue,Green,Red,Blue,Red
4948651,21,7,45,36,16,40.0,165.0,Green,Red,Green,Green,Red,Red
4948650,40,37,11,4,41,18.0,151.0,Red,Red,Blue,Red,Blue,Green
4948649,10,20,43,17,6,1.0,97.0,Red,Blue,Red,Blue,Green,Red
4948648,36,14,25,6,3,40.0,124.0,Green,Blue,Red,Green,Green,Red
4948647,25,13,40,38,2,20.0,138.0,Red,Red,Red,Blue,Blue,Blue
4948646,47,46,49,28,27,32.0,229.0,Blue,Red,Yellow,Red,Green,Blue
4948645,14,48,20,3,44,39.0,168.0,Blue,Green,Blue,Green,Blue,Green
4948644,2,35,4,20,41,29.0,131.0,Blue,Blue,Red,Blue,Blue,Blue
4948643,4,45,35,37,16,38.0,175.0,Red,Green,Blue,Red,Red,Blue
4948642,24,47,9,25,34,38.0,177.0,Green,Blue,Green,Red,Red,Blue
4948641,40,10,45,35,46,5.0,181.0,Red,Red,Green,Blue,Red,Blue
4948640,46,23,45,36,30,37.0,217.0,Red,Blue,Green,Green,Green,Red
4948639,7,48,8,22,40,9.0,134.0,Red,Green,Blue,Red,Red,Green
4948638,41,33,4,49,25,23.0,175.0,Blue,Green,Red,Yellow,Red,Blue
4948637,16,20,4,18,42,34.0,134.0,Red,Blue,Red,Green,Green,Red
4948636,13,23,24,36,5,1.0,102.0,Red,Blue,Green,Green,Blue,Red
4948635,46,27,11,24,47,28.0,183.0,Red,Green,Blue,Green,Blue,Red
4948634,11,45,25,37,17,9.0,144.0,Blue,Green,Red,Red,Blue,Green
4948633,12,6,44,37,14,20.0,133.0,Green,Green,Blue,Red,Blue,Blue
4948632,10,12,41,24,4,30.0,121.0,Red,Green,Blue,Green,Red,Green
4948631,42,5,45,1,13,49.0,155.0,Green,Blue,Green,Red,Red,Yellow
4948630,41,27,34,9,1,24.0,136.0,Blue,Green,Red,Green,Red,Green
4948629,40,8,28,31,30,15.0,152.0,Red,Blue,Red,Red,Green,Green
4948628,14,10,13,16,38,20.0,111.0,Blue,Red,Red,Red,Blue,Blue
4948627,48,25,43,19,37,13.0,185.0,Green,Red,Red,Red,Red,Red
4948626,28,24,49,32,46,23.0,202.0,Red,Green,Yellow,Blue,Red,Blue
4948625,47,18,31,39,21,42.0,198.0,Blue,Green,Red,Green,Green,Green
4948624,48,18,35,22,46,1.0,170.0,Green,Green,Blue,Red,Red,Red
4948623,3,43,9,49,18,47.0,169.0,Green,Red,Green,Yellow,Green,Blue
4948622,9,26,47,8,29,37.0,156.0,Green,Blue,Blue,Blue,Blue,Red
4948621,18,44,42,30,43,39.0,216.0,Green,Blue,Green,Green,Red,Green
4948620,13,44,32,12,27,1.0,129.0,Red,Blue,Blue,Green,Green,Red
4948619,25,10,46,32,45,5.0,163.0,Red,Red,Red,Blue,Green,Blue
4948618,40,9,18,5,35,34.0,141.0,Red,Green,Green,Blue,Blue,Red
4948617,36,39,18,25,16,49.0,183.0,Green,Green,Green,Red,Red,Yellow
4948616,34,47,29,8,17,23.0,158.0,Red,Blue,Blue,Blue,Blue,Blue
4948615,7,43,48,41,2,31.0,172.0,Red,Red,Green,Blue,Blue,Red
4948614,25,35,12,36,48,20.0,176.0,Red,Blue,Green,Green,Green,Blue
4948613,45,8,47,23,20,10.0,153.0,Green,Blue,Blue,Blue,Blue,Red
4948612,46,42,35,10,44,22.0,199.0,Red,Green,Blue,Red,Blue,Red
4948611,25,1,22,23,9,14.0,94.0,Red,Red,Red,Blue,Green,Blue
4948610,6,15,39,47,12,38.0,157.0,Green,Green,Green,Blue,Green,Blue
4948609,44,18,6,20,23,43.0,154.0,Blue,Green,Green,Blue,Blue,Red
4948608,40,15,49,4,5,19.0,132.0,Red,Green,Yellow,Red,Blue,Red
4948607,22,31,36,29,32,42.0,192.0,Red,Red,Green,Blue,Blue,Green
4948606,3,28,32,27,7,44.0,141.0,Green,Red,Blue,Green,Red,Blue
4948605,7,42,20,12,31,22.0,134.0,Red,Green,Blue,Green,Red,Red
4948604,12,26,49,9,6,45.0,147.0,Green,Blue,Yellow,Green,Green,Green
4948603,24,29,16,19,28,34.0,150.0,Green,Blue,Red,Red,Red,Red
4948602,18,38,26,21,41,47.0,191.0,Green,Blue,Blue,Green,Blue,Blue
4948601,29,3,16,19,10,7.0,84.0,Blue,Green,Red,Red,Red,Red
4948600,13,28,44,21,18,20.0,144.0,Red,Red,Blue,Green,Green,Blue
4948599,12,35,16,1,36,33.0,133.0,Green,Blue,Red,Red,Green,Green
4948598,8,3,39,22,28,1.0,101.0,Blue,Green,Green,Red,Red,Red
4948597,25,23,30,4,24,33.0,139.0,Red,Blue,Green,Red,Green,Green
4948596,15,16,33,29,30,46.0,169.0,Green,Red,Green,Blue,Green,Red
4948595,41,19,8,22,32,1.0,123.0,Blue,Red,Blue,Red,Blue,Red
4948594,17,18,20,45,35,38.0,173.0,Blue,Green,Blue,Green,Blue,Blue
4948593,9,31,8,16,6,14.0,84.0,Green,Red,Blue,Red,Green,Blue
4948592,15,48,29,25,22,19.0,158.0,Green,Green,Blue,Red,Red,Red
4947955,8,2,12,14,4,16.0,56.0,Blue,Blue,Green,Blue,Red,Red
4947954,39,45,20,30,32,31.0,197.0,Green,Green,Blue,Green,Blue,Red
4947953,13,46,32,42,48,1.0,182.0,Red,Red,Blue,Green,Green,Red
4947952,49,23,9,24,43,4.0,152.0,Yellow,Blue,Green,Green,Red,Red
4947951,37,17,48,6,40,15.0,163.0,Red,Blue,Green,Green,Red,Green
4947950,29,43,48,33,6,24.0,183.0,Blue,Red,Green,Green,Green,Green
4947949,26,2,12,25,42,37.0,144.0,Blue,Blue,Green,Red,Green,Red
4947948,13,29,33,12,9,14.0,110.0,Red,Blue,Green,Green,Green,Blue
4947947,4,39,46,36,1,14.0,140.0,Red,Green,Red,Green,Red,Blue
4947946,28,29,46,25,19,8.0,155.0,Red,Blue,Red,Red,Red,Blue
4947945,4,28,25,45,44,19.0,165.0,Red,Red,Red,Green,Blue,Red
4947944,48,29,36,10,5,8.0,136.0,Green,Blue,Green,Red,Blue,Blue
4947943,44,24,46,18,21,42.0,195.0,Blue,Green,Red,Green,Green,Green
4947942,36,33,31,23,3,18.0,144.0,Green,Green,Red,Blue,Green,Green
4947941,36,3,37,15,38,2.0,131.0,Green,Green,Red,Green,Blue,Blue
4947940,4,24,14,30,49,35.0,156.0,Red,Green,Blue,Green,Yellow,Blue
4947939,40,32,6,11,19,47.0,155.0,Red,Blue,Green,Blue,Red,Blue
4947938,22,7,48,10,14,35.0,136.0,Red,Red,Green,Red,Blue,Blue
4947937,44,39,21,19,45,27.0,195.0,Blue,Green,Green,Red,Green,Green
4947936,19,7,14,3,1,35.0,79.0,Red,Red,Blue,Green,Red,Blue
4947935,30,33,29,14,49,34.0,189.0,Green,Green,Blue,Blue,Yellow,Red
4947934,26,24,27,14,21,30.0,142.0,Blue,Green,Green,Blue,Green,Green
4947933,37,46,14,3,20,8.0,128.0,Red,Red,Blue,Green,Blue,Blue
4947932,17,21,13,8,35,30.0,124.0,Blue,Green,Red,Blue,Blue,Green
4947931,11,26,13,40,47,9.0,146.0,Blue,Blue,Red,Red,Blue,Green
4947930,6,2,44,21,38,35.0,146.0,Green,Blue,Blue,Green,Blue,Blue
4947929,44,31,36,14,29,23.0,177.0,Blue,Red,Green,Blue,Blue,Blue
4947928,34,41,39,25,42,10.0,191.0,Red,Blue,Green,Red,Green,Red
4947927,36,29,42,44,45,24.0,220.0,Green,Blue,Green,Blue,Green,Green
4947926,44,32,21,49,47,27.0,220.0,Blue,Blue,Green,Yellow,Blue,Green
4947925,41,10,34,26,49,38.0,198.0,Blue,Red,Red,Blue,Yellow,Blue
4947924,47,36,24,18,7,39.0,171.0,Blue,Green,Green,Green,Red,Green
4947923,14,17,4,19,40,31.0,125.0,Blue,Blue,Red,Red,Red,Red
4947922,32,37,13,1,39,35.0,157.0,Blue,Red,Red,Red,Green,Blue
4947921,19,4,13,23,3,11.0,73.0,Red,Red,Red,Blue,Green,Blue
4947920,8,6,11,10,27,3.0,65.0,Blue,Green,Blue,Red,Green,Green
4947919,38,3,21,7,12,48.0,129.0,Blue,Green,Green,Red,Green,Green
4947918,24,22,37,34,45,15.0,177.0,Green,Red,Red,Red,Green,Green
4947917,19,40,4,38,13,39.0,153.0,Red,Red,Red,Blue,Red,Green
4947916,20,40,12,28,24,47.0,171.0,Blue,Red,Green,Red,Green,Blue
4947915,20,33,44,25,31,32.0,185.0,Blue,Green,Blue,Red,Red,Blue
4947914,42,22,18,47,38,34.0,201.0,Green,Red,Green,Blue,Blue,Red
4947913,14,7,41,15,35,1.0,113.0,Blue,Red,Blue,Green,Blue,Red
4947912,40,28,37,14,17,3.0,139.0,Red,Red,Red,Blue,Blue,Green
4947911,48,31,10,26,5,20.0,140.0,Green,Red,Red,Blue,Blue,Blue
4947910,19,23,11,47,22,1.0,123.0,Red,Blue,Blue,Blue,Red,Red
4947909,46,13,27,23,37,7.0,153.0,Red,Red,Green,Blue,Red,Red
4947908,27,18,9,11,25,15.0,105.0,Green,Green,Green,Blue,Red,Green
4947907,46,11,48,42,44,24.0,215.0,Red,Blue,Green,Green,Blue,Green
4947906,25,5,41,12,43,28.0,154.0,Red,Blue,Blue,Green,Red,Red
4947905,22,2,9,44,6,15.0,98.0,Red,Blue,Green,Blue,Green,Green
4947904,45,16,36,24,31,4.0,156.0,Green,Red,Green,Green,Red,Red
4947903,34,11,21,16,36,18.0,136.0,Red,Blue,Green,Red,Green,Green
4947902,26,3,35,20,47,30.0,161.0,Blue,Green,Blue,Blue,Blue,Green
4947901,32,4,3,20,19,29.0,107.0,Blue,Red,Green,Blue,Red,Blue
4947900,40,14,49,10,18,27.0,158.0,Red,Blue,Yellow,Red,Green,Green
4947899,24,3,46,23,9,48.0,153.0,Green,Green,Red,Blue,Green,Green
4947898,15,43,17,42,21,25.0,163.0,Green,Red,Blue,Green,Green,Red
4947897,3,20,39,47,41,27.0,177.0,Green,Blue,Green,Blue,Blue,Green
4947896,2,47,33,3,32,26.0,143.0,Blue,Blue,Green,Green,Blue,Blue
4947895,24,4,47,18,6,32.0,131.0,Green,Red,Blue,Green,Green,Blue
4947894,40,6,29,27,22,15.0,139.0,Red,Green,Blue,Green,Red,Green
4947893,31,12,25,10,46,35.0,159.0,Red,Green,Red,Red,Red,Blue
4947892,34,21,22,14,19,44.0,154.0,Red,Green,Red,Blue,Red,Blue
4947891,35,36,40,8,15,30.0,164.0,Blue,Green,Red,Blue,Green,Green
4947890,41,38,14,10,40,28.0,171.0,Blue,Blue,Blue,Red,Red,Red
4947889,2,42,24,45,44,18.0,175.0,Blue,Green,Green,Green,Blue,Green
4947888,32,9,23,33,8,1.0,106.0,Blue,Green,Blue,Green,Blue,Red
4947887,20,23,34,31,22,33.0,163.0,Blue,Blue,Red,Red,Red,Green
4947886,48,38,10,40,24,18.0,178.0,Green,Blue,Red,Red,Green,Green
4947885,37,5,2,7,40,43.0,134.0,Red,Blue,Blue,Red,Red,Red
4947884,33,38,49,2,45,26.0,193.0,Green,Blue,Yellow,Blue,Green,Blue
4947883,15,27,13,36,35,7.0,133.0,Green,Green,Red,Green,Blue,Red
4947882,26,47,43,14,44,25.0,199.0,Blue,Blue,Red,Blue,Blue,Red
4947881,43,22,15,42,20,44.0,186.0,Red,Red,Green,Green,Blue,Blue
4947880,45,33,18,11,31,26.0,164.0,Green,Green,Green,Blue,Red,Blue
4947879,34,33,26,13,15,46.0,167.0,Red,Green,Blue,Red,Green,Red
4947878,17,18,35,20,3,2.0,95.0,Blue,Green,Blue,Blue,Green,Blue
4947877,30,29,15,8,17,13.0,112.0,Green,Blue,Green,Blue,Blue,Red
4947876,18,16,23,34,1,35.0,127.0,Green,Red,Blue,Red,Red,Blue
4947875,2,29,19,4,39,49.0,142.0,Blue,Blue,Red,Red,Green,Yellow
4947874,4,45,36,3,10,6.0,104.0,Red,Green,Green,Green,Red,Green
4947873,27,3,29,20,39,28.0,146.0,Green,Green,Blue,Blue,Green,Red
4947872,36,4,33,45,28,30.0,176.0,Green,Red,Green,Green,Red,Green
4947871,37,19,34,9,11,16.0,126.0,Red,Red,Red,Green,Blue,Red
4947870,7,5,43,15,2,17.0,89.0,Red,Blue,Red,Green,Blue,Blue
4947869,7,10,34,29,2,44.0,126.0,Red,Red,Red,Blue,Blue,Blue
4947868,48,10,19,40,12,3.0,132.0,Green,Red,Red,Red,Green,Green
4947867,34,38,10,11,47,30.0,170.0,Red,Blue,Red,Blue,Blue,Green
4947866,17,38,28,11,27,7.0,128.0,Blue,Blue,Red,Blue,Green,Red
4947865,27,21,32,39,49,13.0,181.0,Green,Green,Blue,Green,Yellow,Red
4947864,41,28,24,44,33,16.0,186.0,Blue,Red,Green,Blue,Green,Red
4947863,15,24,43,11,38,31.0,162.0,Green,Green,Red,Blue,Blue,Red
4947862,28,38,24,17,8,36.0,151.0,Red,Blue,Green,Blue,Blue,Green
4947861,7,43,9,44,10,47.0,160.0,Red,Red,Green,Blue,Red,Blue
4947860,21,3,37,35,15,18.0,129.0,Green,Green,Red,Blue,Green,Green
4947859,27,22,32,10,8,15.0,114.0,Green,Red,Blue,Red,Blue,Green
4947858,22,26,35,6,10,25.0,124.0,Red,Blue,Blue,Green,Red,Red
4947857,23,18,27,17,3,28.0,116.0,Blue,Green,Green,Blue,Green,Red
4947856,4,21,13,17,16,43.0,114.0,Red,Green,Red,Blue,Red,Red
4947855,20,31,22,10,25,28.0,136.0,Blue,Red,Red,Red,Red,Red
4947854,25,23,29,10,44,3.0,134.0,Red,Blue,Blue,Red,Blue,Green
4947853,10,34,13,12,3,40.0,112.0,Red,Red,Red,Green,Green,Red
4947852,18,40,3,25,31,21.0,138.0,Green,Red,Green,Red,Red,Green
4947851,15,12,1,4,13,43.0,88.0,Green,Green,Red,Red,Red,Red
4947850,14,5,20,26,9,17.0,91.0,Blue,Blue,Blue,Blue,Green,Blue
4947849,32,35,12,16,13,42.0,150.0,Blue,Blue,Green,Red,Red,Green
4947848,33,17,34,48,28,44.0,204.0,Green,Blue,Red,Green,Red,Blue
4947847,37,18,11,42,24,19.0,151.0,Red,Green,Blue,Green,Green,Red
4947846,10,4,13,26,15,48.0,116.0,Red,Red,Red,Blue,Green,Green
4947845,48,21,47,2,41,15.0,174.0,Green,Green,Blue,Blue,Blue,Green
4947844,21,15,7,42,23,39.0,147.0,Green,Green,Red,Green,Blue,Green
4947843,30,44,14,13,42,23.0,166.0,Green,Blue,Blue,Red,Green,Blue
4947842,13,20,37,28,44,39.0,181.0,Red,Blue,Red,Red,Blue,Green
4947841,45,15,31,26,16,28.0,161.0,Green,Green,Red,Blue,Red,Red
4947840,30,41,22,45,12,1.0,151.0,Green,Blue,Red,Green,Green,Red
4947839,29,5,8,21,31,35.0,129.0,Blue,Blue,Blue,Green,Red,Blue
4947838,15,5,44,35,38,33.0,170.0,Green,Blue,Blue,Blue,Blue,Green
4947837,48,26,47,33,8,46.0,208.0,Green,Blue,Blue,Green,Blue,Red
4947836,11,32,27,41,28,40.0,179.0,Blue,Blue,Green,Blue,Red,Red
4947835,7,17,25,1,10,21.0,81.0,Red,Blue,Red,Red,Red,Green
4947834,6,29,39,22,19,23.0,138.0,Green,Blue,Green,Red,Red,Blue
4947833,18,9,33,36,8,7.0,111.0,Green,Green,Green,Green,Blue,Red
4947832,26,5,11,49,46,29.0,166.0,Blue,Blue,Blue,Yellow,Red,Blue
4947831,37,39,5,19,47,21.0,168.0,Red,Green,Blue,Red,Blue,Green
4947830,29,31,14,22,32,17.0,145.0,Blue,Red,Blue,Red,Blue,Blue
4947829,34,42,32,24,28,13.0,173.0,Red,Green,Blue,Green,Red,Red
4947828,38,34,10,33,9,28.0,152.0,Blue,Red,Red,Green,Green,Red
4947827,46,23,3,4,24,15.0,115.0,Red,Blue,Green,Red,Green,Green
4947826,1,47,26,23,32,43.0,172.0,Red,Blue,Blue,Blue,Blue,Red
4947825,11,15,18,5,48,45.0,142.0,Blue,Green,Green,Blue,Green,Green
4947824,10,25,24,43,16,14.0,132.0,Red,Red,Green,Red,Red,Blue
4947823,45,13,9,48,10,12.0,137.0,Green,Red,Green,Green,Red,Green
4947822,26,32,29,23,5,34.0,149.0,Blue,Blue,Blue,Blue,Blue,Red
4947821,6,49,10,47,21,5.0,138.0,Green,Yellow,Red,Blue,Green,Blue
4947820,32,16,3,20,14,43.0,128.0,Blue,Red,Green,Blue,Blue,Red
4947819,41,35,31,30,3,45.0,185.0,Blue,Blue,Red,Green,Green,Green
4947818,24,13,27,23,41,38.0,166.0,Green,Red,Green,Blue,Blue,Blue
4947817,21,5,32,6,37,36.0,137.0,Green,Blue,Blue,Green,Red,Green
4947816,36,37,14,46,40,44.0,217.0,Green,Red,Blue,Red,Red,Blue
4947815,40,20,32,18,11,44.0,165.0,Red,Blue,Blue,Green,Blue,Blue
4947814,41,21,16,15,23,14.0,130.0,Blue,Green,Red,Green,Blue,Blue
4947813,1,12,43,49,17,47.0,169.0,Red,Green,Red,Yellow,Blue,Blue
4947812,48,27,44,21,6,32.0,178.0,Green,Green,Blue,Green,Green,Blue
4947811,27,41,15,42,38,29.0,192.0,Green,Blue,Green,Green,Blue,Blue
4947810,6,16,11,45,22,19.0,119.0,Green,Red,Blue,Green,Red,Red
4947809,16,5,12,38,24,42.0,137.0,Red,Blue,Green,Blue,Green,Green
4947808,17,14,10,26,19,20.0,106.0,Blue,Blue,Red,Blue,Red,Blue
4947807,39,26,42,45,24,5.0,181.0,Green,Blue,Green,Green,Green,Blue
4947806,33,46,31,41,39,37.0,227.0,Green,Red,Red,Blue,Green,Red
4947805,17,12,13,46,29,33.0,150.0,Blue,Green,Red,Red,Blue,Green
4947804,14,27,39,10,17,11.0,118.0,Blue,Green,Green,Red,Blue,Blue
4947803,15,20,34,5,33,24.0,131.0,Green,Blue,Red,Blue,Green,Green
4947802,40,13,44,16,20,39.0,172.0,Red,Red,Blue,Red,Blue,Green
4947738,25,29,21,15,39,49.0,178.0,Red,Blue,Green,Green,Green,Yellow
4947737,23,11,46,48,22,26.0,176.0,Blue,Blue,Red,Green,Red,Blue
4947736,16,12,28,3,10,31.0,100.0,Red,Green,Red,Green,Red,Red
4947735,21,35,13,3,28,5.0,105.0,Green,Blue,Red,Green,Red,Blue
4947734,19,6,47,35,26,44.0,177.0,Red,Green,Blue,Blue,Blue,Blue
4947733,12,40,15,26,36,33.0,162.0,Green,Red,Green,Blue,Green,Green
4947732,16,36,1,38,42,10.0,143.0,Red,Green,Red,Blue,Green,Red
4947731,20,24,21,46,29,40.0,180.0,Blue,Green,Green,Red,Blue,Red
4947730,23,22,37,28,46,1.0,157.0,Blue,Red,Red,Red,Red,Red
4947729,22,42,20,15,30,25.0,154.0,Red,Green,Blue,Green,Green,Red
4947728,31,48,18,34,5,25.0,161.0,Red,Green,Green,Red,Blue,Red
4947727,19,7,39,8,10,47.0,130.0,Red,Red,Green,Blue,Red,Blue
4947726,39,29,49,36,16,21.0,190.0,Green,Blue,Yellow,Green,Red,Green
4947725,10,28,24,22,19,49.0,152.0,Red,Red,Green,Red,Red,Yellow
4947724,45,42,22,1,9,49.0,168.0,Green,Green,Red,Red,Green,Yellow
4947723,3,8,5,24,27,12.0,79.0,Green,Blue,Blue,Green,Green,Green
4947722,35,2,21,49,41,20.0,168.0,Blue,Blue,Green,Yellow,Blue,Blue
4947721,14,18,13,15,6,24.0,90.0,Blue,Green,Red,Green,Green,Green
4947720,8,1,38,45,41,9.0,142.0,Blue,Red,Blue,Green,Blue,Green
4947719,30,42,40,13,43,33.0,201.0,Green,Green,Red,Red,Red,Green
4947718,4,38,30,7,36,24.0,139.0,Red,Blue,Green,Red,Green,Green
4947717,37,18,27,5,15,33.0,135.0,Red,Green,Green,Blue,Green,Green
4947716,38,26,5,4,44,30.0,147.0,Blue,Blue,Blue,Red,Blue,Green
4947715,28,43,11,42,34,48.0,206.0,Red,Red,Blue,Green,Red,Green
4947714,30,25,7,40,1,47.0,150.0,Green,Red,Red,Red,Red,Blue
4947713,29,6,48,41,20,10.0,154.0,Blue,Green,Green,Blue,Blue,Red
4947712,22,44,23,39,1,20.0,149.0,Red,Blue,Blue,Green,Red,Blue
4947711,8,27,35,26,36,31.0,163.0,Blue,Green,Blue,Blue,Green,Red
4947710,2,7,15,36,46,28.0,134.0,Blue,Red,Green,Green,Red,Red
4947709,24,34,36,7,18,38.0,157.0,Green,Red,Green,Red,Green,Blue
4947708,38,36,32,15,16,40.0,177.0,Blue,Green,Blue,Green,Red,Red
4947707,39,41,36,44,26,12.0,198.0,Green,Blue,Green,Blue,Blue,Green
4947706,38,7,20,21,10,33.0,129.0,Blue,Red,Blue,Green,Red,Green
4947705,22,20,13,49,39,35.0,178.0,Red,Blue,Red,Yellow,Green,Blue
4947704,40,12,1,7,4,38.0,102.0,Red,Green,Red,Red,Red,Blue
4947703,34,13,28,4,35,9.0,123.0,Red,Red,Red,Red,Blue,Green
4947702,42,19,5,22,9,11.0,108.0,Green,Red,Blue,Red,Green,Blue
4947701,41,26,45,27,39,11.0,189.0,Blue,Blue,Green,Green,Green,Blue
4947700,25,39,43,18,2,37.0,164.0,Red,Green,Red,Green,Blue,Red
4947699,23,39,45,17,18,31.0,173.0,Blue,Green,Green,Blue,Green,Red
4947698,15,14,3,13,6,38.0,89.0,Green,Blue,Green,Red,Green,Blue
4947697,27,28,16,13,9,34.0,127.0,Green,Red,Red,Red,Green,Red
4947696,10,21,40,29,2,42.0,144.0,Red,Green,Red,Blue,Blue,Green
4947695,10,41,39,3,45,27.0,165.0,Red,Blue,Green,Green,Green,Green
4947694,35,41,45,24,46,19.0,210.0,Blue,Blue,Green,Green,Red,Red
4947693,36,1,38,46,7,22.0,150.0,Green,Red,Blue,Red,Red,Red
4947692,15,24,3,2,49,44.0,137.0,Green,Green,Green,Blue,Yellow,Blue
4947691,41,48,10,9,42,2.0,152.0,Blue,Green,Red,Green,Green,Blue
4947690,44,27,34,33,48,9.0,195.0,Blue,Green,Red,Green,Green,Green
4947689,43,1,3,42,9,35.0,133.0,Red,Red,Green,Green,Green,Blue
4947688,45,19,36,21,20,3.0,144.0,Green,Red,Green,Green,Blue,Green
4947687,31,32,1,3,18,38.0,123.0,Red,Blue,Red,Green,Green,Blue
4947686,7,18,17,44,30,1.0,117.0,Red,Green,Blue,Blue,Green,Red
4947685,3,40,34,32,17,28.0,154.0,Green,Red,Red,Blue,Blue,Red
4947684,39,9,27,4,33,19.0,131.0,Green,Green,Green,Red,Green,Red
4947683,45,14,12,39,24,32.0,166.0,Green,Blue,Green,Green,Green,Blue
4947682,5,39,13,36,34,30.0,157.0,Blue,Green,Red,Green,Red,Green
4947681,34,16,47,37,23,22.0,179.0,Red,Red,Blue,Red,Blue,Red
4947680,18,26,15,7,5,34.0,105.0,Green,Blue,Green,Red,Blue,Red
4947679,15,33,4,49,37,7.0,145.0,Green,Green,Red,Yellow,Red,Red
4947678,35,24,11,14,44,25.0,153.0,Blue,Green,Blue,Blue,Blue,Red
4947677,44,18,45,23,30,27.0,187.0,Blue,Green,Green,Blue,Green,Green
4947676,49,42,25,34,45,2.0,197.0,Yellow,Green,Red,Red,Green,Blue
4947675,5,4,41,28,13,24.0,115.0,Blue,Red,Blue,Red,Red,Green
4947674,23,21,37,20,48,10.0,159.0,Blue,Green,Red,Blue,Green,Red
4947673,9,14,26,40,43,34.0,166.0,Green,Blue,Blue,Red,Red,Red
4947672,12,45,10,13,40,48.0,168.0,Green,Green,Red,Red,Red,Green
4947671,29,40,36,45,2,13.0,165.0,Blue,Red,Green,Green,Blue,Red
4947670,42,3,19,27,39,28.0,158.0,Green,Green,Red,Green,Green,Red
4947669,16,6,7,24,42,9.0,104.0,Red,Green,Red,Green,Green,Green
4947667,7,38,32,19,31,33.0,160.0,Red,Blue,Blue,Red,Red,Green
4947666,17,40,27,24,7,30.0,145.0,Blue,Red,Green,Green,Red,Green
4947665,34,17,18,24,4,13.0,110.0,Red,Blue,Green,Green,Red,Red
4947664,41,7,5,2,16,38.0,109.0,Blue,Red,Blue,Blue,Red,Blue
4947663,22,18,40,17,42,43.0,182.0,Red,Green,Red,Blue,Green,Red
4947662,20,12,49,25,26,38.0,170.0,Blue,Green,Yellow,Red,Blue,Blue
4947661,36,13,42,43,18,20.0,172.0,Green,Red,Green,Red,Green,Blue
4947660,28,44,5,47,27,26.0,177.0,Red,Blue,Blue,Blue,Green,Blue
4947659,16,40,14,38,25,22.0,155.0,Red,Red,Blue,Blue,Red,Red
4947658,42,6,25,39,43,33.0,188.0,Green,Green,Red,Green,Red,Green
4947657,47,19,40,28,41,8.0,183.0,Blue,Red,Red,Red,Blue,Blue
4947656,17,2,37,18,26,12.0,112.0,Blue,Blue,Red,Green,Blue,Green
4947655,1,21,11,25,3,41.0,102.0,Red,Green,Blue,Red,Green,Blue
4947654,2,43,15,9,17,30.0,116.0,Blue,Red,Green,Green,Blue,Green
4947653,20,49,25,42,21,23.0,180.0,Blue,Yellow,Red,Green,Green,Blue
4947652,4,37,28,49,1,17.0,136.0,Red,Red,Red,Yellow,Red,Blue
4947651,42,14,24,23,5,12.0,120.0,Green,Blue,Green,Blue,Blue,Green
4947650,32,19,20,36,12,29.0,148.0,Blue,Red,Blue,Green,Green,Blue
4947649,32,40,49,45,24,18.0,208.0,Blue,Red,Yellow,Green,Green,Green
4947648,33,9,30,10,46,14.0,142.0,Green,Green,Green,Red,Red,Blue
4947647,33,48,2,45,7,3.0,138.0,Green,Green,Blue,Green,Red,Green
4947646,40,37,44,45,2,38.0,206.0,Red,Red,Blue,Green,Blue,Blue
4947645,21,36,32,43,42,49.0,223.0,Green,Green,Blue,Red,Green,Yellow
4947644,16,18,25,42,39,6.0,146.0,Red,Green,Red,Green,Green,Green
4947643,33,46,29,19,10,48.0,185.0,Green,Red,Blue,Red,Red,Green
4947642,33,5,9,18,41,1.0,107.0,Green,Blue,Green,Green,Blue,Red
4947641,25,26,31,48,13,6.0,149.0,Red,Blue,Red,Green,Red,Green
4947640,21,9,36,47,45,10.0,168.0,Green,Green,Green,Blue,Green,Red
4947639,12,30,35,47,46,23.0,193.0,Green,Green,Blue,Blue,Red,Blue
4947638,7,32,16,31,17,4.0,107.0,Red,Blue,Red,Red,Blue,Red
4947637,10,22,13,41,20,2.0,108.0,Red,Red,Red,Blue,Blue,Blue
4947636,37,35,38,48,32,19.0,209.0,Red,Blue,Blue,Green,Blue,Red
